Materias_inscritas;Promedio_estudiantil;Situacion_economica;Situacion_familiar;Horas_estudio_por_semana;Edad;Desercion
6;21;baja;inestable;3;26;1
7;43;baja;estable;7;29;1
6;97;baja;estable;8;24;0
7;60;baja;inestable;28;25;0
5;71;media;inestable;16;22;0
7;45;alta;estable;31;22;0
7;25;baja;estable;28;22;0
3;2;alta;estable;8;19;0
3;88;alta;inestable;23;20;0
1;54;alta;estable;30;25;0
5;36;media;inestable;25;23;0
5;46;media;estable;24;26;0
3;47;baja;inestable;20;24;1
4;35;alta;inestable;2;23;1
4;14;media;inestable;29;28;0
1;6;media;estable;11;21;0
4;30;media;inestable;23;24;0
4;60;baja;inestable;10;21;1
4;45;media;estable;34;24;0
2;14;alta;inestable;19;22;0
1;12;media;inestable;26;19;0
3;21;media;estable;32;24;0
4;49;baja;inestable;36;25;1
6;51;alta;estable;29;27;0
7;55;media;estable;6;28;0
2;43;alta;estable;34;19;0
4;86;alta;inestable;25;23;0
7;66;media;estable;24;21;0
7;19;baja;inestable;37;22;1
2;82;alta;inestable;10;18;0
1;45;media;inestable;10;23;0
6;47;alta;inestable;21;29;0
6;29;alta;estable;30;29;0
6;41;alta;estable;20;28;0
4;95;media;inestable;25;25;0
2;40;alta;inestable;18;19;1
6;29;alta;estable;24;18;0
7;23;baja;estable;33;26;0
7;100;media;estable;7;19;0
5;11;media;inestable;28;25;0
5;43;alta;estable;31;22;0
2;52;baja;estable;18;19;1
4;16;alta;estable;13;22;0
4;72;alta;inestable;1;26;0
1;78;media;estable;32;23;0
1;24;baja;estable;13;20;0
6;11;alta;estable;14;29;0
3;77;media;inestable;13;25;1
7;83;alta;inestable;20;18;0
1;45;alta;estable;28;26;0
4;48;baja;inestable;31;26;0
7;44;baja;inestable;16;21;0
3;36;baja;estable;27;25;0
1;26;alta;inestable;29;28;0
2;29;baja;estable;12;28;0
5;24;media;inestable;4;20;1
1;91;alta;inestable;36;23;0
1;80;baja;estable;27;27;0
2;25;alta;estable;20;27;0
4;70;alta;estable;2;25;0
6;46;media;inestable;33;28;0
2;38;media;inestable;23;26;0
6;83;media;inestable;34;25;0
1;7;alta;inestable;39;26;0
4;27;alta;estable;38;21;0
3;14;media;estable;34;27;0
1;80;alta;estable;0;18;0
2;90;media;estable;35;24;0
3;25;media;estable;3;28;0
5;52;baja;inestable;34;29;0
3;14;media;inestable;11;27;1
2;54;baja;estable;20;21;0
7;12;media;inestable;2;18;1
3;19;alta;inestable;31;20;0
2;80;baja;inestable;4;24;0
7;88;alta;estable;16;28;0
1;84;alta;inestable;33;20;0
7;7;media;estable;28;18;0
4;16;media;inestable;0;24;0
5;99;alta;inestable;16;25;0
7;33;media;estable;2;22;0
4;47;media;estable;20;23;0
4;9;media;estable;39;20;0
4;94;alta;estable;26;22;0
7;77;baja;inestable;9;20;0
2;74;baja;estable;14;19;0
2;74;alta;estable;39;24;0
5;28;media;inestable;9;27;1
2;15;media;inestable;22;28;0
6;100;baja;inestable;16;24;0
2;18;alta;estable;31;29;0
2;85;alta;estable;35;25;0
2;23;media;inestable;14;29;0
1;42;media;inestable;26;18;0
5;55;media;inestable;22;19;0
6;38;alta;estable;11;19;0
2;8;baja;inestable;11;29;0
5;92;alta;estable;20;20;0
3;47;alta;estable;6;24;1
1;32;alta;inestable;20;24;0
7;41;baja;estable;3;24;1
2;90;media;estable;4;18;0
6;91;media;estable;20;19;0
1;33;alta;estable;5;25;1
6;44;alta;estable;19;26;0
7;35;baja;estable;16;27;0
7;31;baja;inestable;29;24;0
1;81;media;estable;38;18;1
3;25;alta;inestable;30;29;1
5;79;baja;estable;7;21;1
1;95;baja;inestable;37;27;0
4;32;alta;inestable;16;25;1
7;87;alta;inestable;19;22;1
3;42;alta;estable;17;18;0
7;5;alta;estable;11;24;1
4;51;alta;estable;36;23;0
3;59;alta;estable;13;26;1
7;77;baja;estable;23;21;0
4;83;alta;estable;10;21;0
4;89;media;inestable;32;25;1
7;77;alta;estable;31;21;1
7;58;media;estable;12;20;0
6;43;media;estable;27;24;0
1;23;media;inestable;28;22;0
1;70;alta;inestable;23;26;1
3;66;alta;inestable;24;22;0
5;39;media;inestable;23;26;0
7;89;alta;estable;3;23;1
6;19;baja;estable;27;23;1
1;24;baja;inestable;19;28;1
1;93;baja;inestable;20;23;1
6;31;baja;estable;20;24;0
2;70;alta;inestable;1;29;1
6;51;media;inestable;10;28;0
1;84;alta;inestable;5;21;0
5;20;baja;inestable;1;21;1
2;48;alta;estable;11;26;1
4;22;alta;inestable;40;29;0
6;63;baja;estable;20;24;0
4;11;media;inestable;27;28;0
2;67;alta;inestable;20;27;0
2;82;alta;estable;20;23;0
2;4;baja;estable;39;18;0
3;64;media;inestable;12;24;0
6;94;baja;inestable;34;23;0
7;63;baja;inestable;40;29;0
5;42;alta;estable;24;21;1
5;47;media;inestable;12;25;1
4;1;baja;inestable;27;24;0
4;65;alta;estable;34;25;1
7;74;baja;inestable;7;26;0
4;72;alta;inestable;18;18;1
6;66;media;inestable;13;20;1
1;32;baja;estable;11;19;0
4;22;media;inestable;34;20;0
2;81;media;inestable;17;28;0
4;61;alta;inestable;14;28;0
2;73;baja;inestable;24;19;0
3;58;baja;estable;9;28;1
1;94;alta;inestable;9;23;0
1;79;alta;inestable;21;26;0
7;26;media;inestable;16;19;1
6;67;baja;inestable;12;21;0
6;42;baja;estable;2;22;1
5;53;alta;inestable;21;22;0
3;64;alta;inestable;33;18;1
7;45;alta;estable;34;23;0
6;11;baja;inestable;9;22;1
2;54;baja;estable;24;23;1
3;57;media;inestable;34;21;0
1;8;alta;estable;16;28;0
2;92;media;estable;37;23;0
7;45;baja;inestable;36;26;0
7;36;media;estable;8;18;0
3;64;media;estable;10;23;0
1;82;media;inestable;7;18;0
6;76;alta;inestable;8;29;0
2;63;baja;inestable;36;24;1
2;72;alta;inestable;37;21;0
1;21;media;inestable;2;23;0
2;24;alta;inestable;24;24;0
6;8;baja;inestable;23;28;1
6;34;baja;inestable;16;22;1
6;52;media;inestable;25;26;0
1;45;media;estable;38;25;0
4;45;alta;estable;7;20;0
4;62;baja;estable;5;18;1
7;56;baja;estable;1;28;0
7;72;alta;estable;15;27;0
2;6;baja;estable;14;25;0
6;80;media;estable;17;21;0
2;75;media;inestable;20;24;0
1;72;alta;estable;30;21;0
2;5;alta;estable;16;24;0
5;87;alta;estable;13;18;1
4;18;media;estable;33;18;0
2;54;alta;estable;34;19;0
2;63;baja;inestable;9;22;1
3;80;alta;estable;13;28;1
2;77;baja;estable;33;27;0
5;64;media;inestable;3;23;1
4;55;baja;estable;13;19;0
3;81;baja;inestable;18;18;0
1;93;baja;inestable;7;26;1
7;87;media;inestable;7;24;1
1;79;baja;estable;17;25;0
4;17;baja;estable;30;23;0
7;10;alta;inestable;34;26;0
1;100;alta;estable;39;25;0
5;63;alta;estable;3;21;0
2;33;baja;inestable;9;22;0
4;37;baja;inestable;30;19;0
7;65;media;estable;22;18;0
3;35;baja;inestable;13;23;1
2;26;baja;inestable;8;20;1
1;7;media;estable;11;28;0
1;79;baja;estable;17;21;0
3;78;media;inestable;7;18;0
5;0;media;estable;39;23;0
3;89;alta;estable;20;25;1
4;94;baja;estable;39;27;0
3;99;alta;estable;20;21;0
1;66;baja;estable;17;27;0
5;64;alta;estable;30;25;0
5;3;media;inestable;27;28;1
6;9;media;inestable;9;27;0
3;96;media;inestable;20;20;0
4;70;media;inestable;21;28;1
1;78;baja;inestable;26;24;0
2;72;baja;estable;22;20;0
5;68;alta;estable;19;23;0
3;32;baja;inestable;18;21;1
6;41;baja;estable;20;23;0
4;28;alta;inestable;20;24;0
4;62;media;estable;22;25;0
7;24;alta;inestable;36;23;0
1;18;alta;estable;25;21;0
5;80;media;inestable;29;26;0
1;28;alta;estable;24;24;0
6;84;alta;inestable;26;26;0
2;78;alta;estable;23;20;0
2;89;baja;estable;1;22;1
2;2;media;inestable;20;18;0
4;29;media;inestable;1;28;1
5;80;alta;inestable;16;29;1
1;5;baja;inestable;4;25;1
1;76;media;inestable;4;18;1
6;70;media;inestable;32;18;0
2;40;alta;inestable;17;24;0
5;79;alta;inestable;20;28;1
5;4;alta;estable;11;25;1
6;80;media;estable;10;20;1
3;64;alta;estable;10;19;1
5;72;alta;estable;25;24;0
5;49;alta;inestable;33;27;0
1;76;baja;estable;18;22;0
6;91;alta;estable;15;18;1
5;20;media;inestable;20;19;0
5;70;alta;estable;20;20;0
1;68;media;inestable;19;23;0
5;55;baja;estable;16;18;0
1;71;baja;estable;4;25;0
3;22;alta;inestable;11;19;0
4;32;media;inestable;1;22;0
7;64;alta;estable;35;25;1
1;93;alta;estable;24;22;0
1;23;media;estable;33;25;0
5;86;media;inestable;21;23;1
1;20;media;inestable;24;24;0
6;76;media;inestable;28;25;0
2;97;media;inestable;36;20;0
2;40;baja;inestable;4;29;0
3;86;baja;inestable;13;22;0
1;84;baja;estable;28;27;0
6;21;media;inestable;38;24;0
5;45;media;inestable;39;26;0
5;28;media;estable;26;23;0
7;52;alta;estable;8;27;0
4;22;baja;inestable;5;18;0
3;21;baja;inestable;38;28;1
6;97;alta;inestable;17;25;0
6;7;alta;inestable;8;23;1
7;87;baja;estable;37;18;0
7;43;media;estable;4;21;1
5;8;baja;estable;29;23;1
4;30;media;inestable;25;27;0
5;10;baja;estable;4;18;0
4;48;baja;inestable;14;27;0
2;94;alta;estable;6;22;0
6;51;alta;inestable;24;20;0
7;53;media;inestable;19;24;1
2;66;media;estable;0;25;1
5;24;baja;estable;39;20;0
3;76;alta;inestable;14;27;1
1;79;media;estable;10;20;0
3;43;media;inestable;9;28;0
3;21;media;inestable;20;20;0
1;12;baja;estable;40;28;1
6;18;media;estable;12;23;1
2;57;media;inestable;16;23;0
2;60;alta;inestable;35;20;0
6;91;alta;inestable;26;23;0
1;20;alta;inestable;15;26;0
4;25;baja;inestable;36;28;1
3;40;alta;inestable;30;25;0
5;41;alta;estable;9;28;0
2;50;alta;estable;26;24;0
6;80;alta;estable;37;24;0
5;60;media;inestable;20;25;0
7;6;baja;inestable;29;24;1
1;89;media;estable;39;20;0
5;56;media;estable;28;25;1
5;57;baja;estable;4;25;1
3;23;media;inestable;20;18;1
1;16;alta;inestable;24;27;0
5;57;baja;inestable;11;22;1
2;63;media;estable;38;22;0
1;13;media;estable;16;18;0
2;3;alta;estable;18;23;0
6;79;media;inestable;20;23;1
6;19;media;estable;21;29;0
7;32;media;estable;15;21;1
4;48;baja;inestable;20;23;0
6;17;baja;inestable;24;23;0
5;27;media;estable;35;18;1
1;81;media;inestable;27;22;0
6;52;alta;estable;15;19;0
2;11;baja;inestable;5;24;1
5;100;baja;inestable;33;26;0
6;83;baja;inestable;38;26;0
3;68;media;inestable;20;28;0
2;57;alta;inestable;29;26;0
7;35;alta;inestable;16;28;1
7;62;media;estable;20;24;0
7;63;media;estable;33;24;0
2;10;alta;estable;3;18;1
7;40;alta;inestable;21;28;1
4;31;baja;inestable;9;28;0
3;0;media;estable;14;23;0
4;21;baja;estable;26;22;0
6;21;alta;estable;1;25;0
3;53;baja;inestable;24;25;1
2;76;alta;estable;11;28;0
4;46;alta;estable;27;21;0
5;68;baja;estable;6;18;0
3;30;media;estable;20;23;0
2;79;baja;inestable;20;27;1
1;29;baja;estable;39;18;0
3;89;media;estable;36;22;0
3;82;media;inestable;11;22;1
6;8;baja;inestable;20;20;0
5;53;alta;inestable;26;22;0
6;82;baja;inestable;24;23;0
7;68;alta;inestable;1;22;1
3;9;media;estable;5;18;1
3;96;media;estable;23;29;0
7;88;alta;estable;36;29;0
5;7;baja;inestable;36;24;0
5;55;media;estable;20;20;1
4;25;alta;inestable;15;24;1
2;31;alta;inestable;2;22;1
2;86;baja;estable;19;29;0
4;11;alta;inestable;30;20;0
2;37;alta;estable;32;28;0
3;31;baja;inestable;20;23;1
4;95;media;estable;4;18;0
4;25;media;inestable;15;23;0
2;1;media;inestable;37;21;0
1;93;alta;inestable;9;21;1
2;38;alta;estable;13;22;1
6;98;baja;inestable;30;26;0
1;4;alta;estable;29;18;1
4;83;alta;inestable;36;20;0
1;59;media;estable;16;28;0
3;80;alta;inestable;21;21;0
5;22;alta;estable;19;19;1
1;96;alta;inestable;37;26;0
6;59;baja;inestable;20;28;0
5;39;alta;inestable;33;24;0
3;75;baja;estable;5;18;1
6;56;media;inestable;20;26;0
7;58;alta;inestable;17;23;1
5;27;baja;inestable;1;19;1
7;4;media;estable;2;18;0
3;85;alta;inestable;27;23;0
5;1;baja;estable;15;24;0
5;40;baja;estable;35;27;0
2;65;media;inestable;29;23;1
6;32;alta;inestable;1;24;0
6;68;alta;estable;27;23;0
1;87;alta;estable;8;25;0
7;82;baja;inestable;20;19;0
7;37;alta;estable;25;26;1
6;28;baja;estable;35;26;0
6;71;baja;inestable;18;28;0
5;49;media;inestable;32;26;1
7;67;baja;estable;31;24;0
4;70;media;estable;17;26;0
2;88;media;inestable;20;18;0
1;57;alta;estable;28;20;0
2;1;media;estable;1;19;0
1;6;alta;inestable;36;28;0
3;71;media;estable;31;18;0
5;62;baja;estable;10;22;1
6;46;alta;estable;39;18;0
6;28;baja;estable;7;20;0
4;60;alta;inestable;37;23;1
7;84;baja;estable;13;23;0
7;84;media;estable;31;20;0
2;88;alta;inestable;18;21;0
2;30;alta;estable;29;24;1
2;90;alta;estable;6;23;0
7;32;media;inestable;11;28;0
6;38;baja;estable;4;19;1
7;13;media;estable;35;26;0
2;33;media;estable;12;23;0
5;30;media;estable;28;19;0
1;47;baja;estable;33;24;0
6;100;media;estable;20;28;0
5;69;alta;estable;4;28;0
3;25;media;inestable;36;27;1
5;92;baja;inestable;8;27;0
5;51;alta;inestable;29;21;1
3;31;baja;estable;29;18;0
5;4;media;inestable;20;27;0
1;51;baja;inestable;20;26;0
6;60;alta;inestable;20;28;0
4;18;baja;inestable;17;27;0
7;72;alta;estable;37;25;0
3;16;alta;estable;14;22;0
6;37;media;estable;37;20;0
2;64;media;inestable;18;21;0
1;76;alta;estable;39;20;1
4;20;baja;inestable;29;27;1
1;13;alta;estable;33;25;0
1;82;media;estable;20;22;0
2;52;baja;inestable;23;28;0
4;13;alta;inestable;6;25;1
7;71;media;estable;12;18;0
1;62;alta;estable;25;26;0
2;24;alta;estable;29;28;0
3;17;alta;inestable;2;27;0
2;76;baja;inestable;21;20;0
5;87;media;inestable;23;18;0
6;55;media;inestable;3;20;1
2;8;alta;estable;20;19;0
2;89;alta;inestable;29;24;1
2;22;alta;inestable;2;27;1
7;97;baja;inestable;30;21;0
1;12;media;estable;23;24;0
7;38;alta;estable;33;20;0
4;13;media;inestable;9;23;0
2;60;alta;inestable;33;24;0
2;92;media;estable;4;24;1
5;90;alta;estable;16;22;1
5;85;baja;inestable;8;23;1
3;40;alta;estable;35;20;0
3;20;alta;inestable;20;29;0
5;61;alta;estable;1;21;1
4;42;alta;inestable;20;28;0
3;24;alta;inestable;12;23;1
6;28;media;inestable;6;20;1
6;21;media;inestable;25;24;0
4;76;baja;estable;27;20;0
5;91;alta;estable;38;26;0
3;12;media;inestable;38;21;0
2;85;media;estable;26;19;1
5;45;alta;inestable;0;23;1
3;90;alta;estable;20;26;0
4;93;baja;inestable;21;27;0
6;57;baja;estable;20;27;0
4;27;media;estable;20;19;0
3;40;baja;estable;38;21;1
4;40;media;estable;35;22;0
3;19;baja;inestable;4;26;0
3;98;alta;inestable;20;24;0
4;50;baja;estable;33;22;0
1;7;media;estable;33;23;0
2;49;baja;estable;20;26;1
5;31;media;estable;29;21;0
6;42;media;inestable;27;19;1
2;60;baja;estable;19;22;1
5;84;baja;estable;8;24;0
5;85;media;estable;36;29;0
6;87;alta;estable;27;21;0
2;84;baja;estable;7;29;1
6;43;media;estable;28;18;0
3;35;alta;estable;30;25;0
6;67;media;estable;35;22;0
4;10;baja;inestable;9;27;1
1;7;media;estable;40;19;0
1;3;media;estable;6;20;1
1;73;media;estable;24;29;0
2;11;baja;estable;26;27;1
2;96;alta;inestable;17;29;0
3;36;alta;estable;19;27;0
7;64;alta;inestable;36;22;0
1;80;alta;inestable;26;28;0
3;13;baja;inestable;20;21;1
7;97;media;inestable;5;26;0
1;39;alta;estable;0;26;1
2;90;alta;inestable;5;25;1
7;23;baja;inestable;38;19;0
4;81;media;estable;31;22;0
4;62;media;inestable;39;25;0
4;15;alta;inestable;1;25;0
6;50;alta;inestable;27;24;0
4;15;media;inestable;2;21;0
5;57;baja;estable;31;20;1
1;34;media;inestable;15;25;0
4;67;media;estable;4;25;1
7;97;alta;estable;23;27;0
5;32;baja;estable;11;22;0
5;86;baja;inestable;26;20;0
5;73;baja;inestable;26;22;1
3;56;alta;estable;28;21;0
7;74;baja;estable;40;25;1
3;67;baja;estable;15;19;0
5;91;alta;estable;19;28;0
6;11;media;estable;32;25;1
4;16;baja;estable;23;27;0
1;68;media;inestable;1;23;1
7;95;baja;inestable;34;21;0
6;1;media;inestable;2;28;1
2;76;media;estable;7;20;0
3;84;alta;inestable;4;27;1
4;12;alta;estable;3;22;1
4;31;baja;estable;1;23;1
2;100;baja;inestable;2;18;0
2;40;alta;estable;18;18;0
7;19;baja;inestable;10;28;1
4;58;baja;inestable;5;27;1
2;0;alta;inestable;26;20;1
4;46;media;estable;9;19;0
6;46;baja;estable;1;29;1
7;86;alta;estable;17;18;0
2;76;baja;inestable;12;28;1
6;4;baja;estable;13;25;0
6;98;alta;inestable;20;29;0
2;3;alta;estable;27;18;0
7;92;baja;inestable;25;27;1
4;65;baja;inestable;37;25;1
5;47;media;estable;21;22;0
4;53;media;estable;20;21;0
1;2;alta;inestable;9;25;1
2;21;baja;inestable;30;25;1
3;77;alta;estable;6;28;0
7;76;alta;inestable;20;25;1
2;1;baja;estable;17;20;0
1;54;media;estable;26;29;0
6;72;alta;inestable;37;25;0
3;15;alta;estable;38;18;0
3;11;baja;inestable;7;21;0
4;55;media;estable;10;22;0
5;49;media;inestable;32;23;0
4;65;baja;estable;21;22;0
7;96;alta;estable;18;22;0
3;84;baja;inestable;28;22;0
3;78;baja;estable;24;26;1
5;77;media;inestable;39;27;1
7;10;alta;inestable;23;27;1
2;17;alta;inestable;19;20;0
5;50;media;inestable;22;19;0
6;88;alta;inestable;20;27;0
4;71;alta;estable;25;19;0
2;65;baja;estable;26;25;0
4;83;baja;estable;39;22;0
5;56;baja;estable;25;22;0
2;25;alta;estable;15;23;1
5;73;alta;estable;28;26;0
6;71;alta;estable;26;24;0
1;93;alta;inestable;1;22;1
3;5;media;inestable;19;22;1
7;97;media;inestable;30;27;0
2;55;alta;estable;20;26;0
3;46;baja;inestable;31;26;0
1;79;baja;estable;20;19;0
2;18;media;estable;39;24;0
3;2;media;estable;12;27;0
3;12;alta;inestable;4;18;1
2;81;alta;inestable;17;21;0
3;40;alta;inestable;20;19;0
3;40;alta;estable;20;27;0
2;6;alta;estable;10;26;0
7;21;baja;estable;20;29;0
3;30;baja;estable;15;23;0
3;82;alta;inestable;25;21;0
7;18;baja;inestable;31;20;0
4;46;alta;inestable;30;21;0
6;14;alta;inestable;15;19;0
4;71;media;estable;23;22;0
1;92;baja;estable;18;26;0
4;55;baja;inestable;35;23;0
4;49;media;estable;35;19;0
1;16;baja;estable;14;23;1
3;33;media;inestable;4;26;0
3;41;baja;inestable;7;21;1
4;84;alta;estable;20;18;0
1;28;media;inestable;23;19;0
3;71;alta;inestable;26;22;0
5;5;alta;inestable;13;27;0
2;67;baja;inestable;27;24;0
2;23;media;inestable;38;25;0
6;19;alta;inestable;26;20;1
2;82;alta;inestable;20;26;0
4;80;media;inestable;23;19;0
2;51;baja;inestable;22;21;0
2;87;alta;estable;20;21;0
5;100;baja;inestable;14;23;0
3;90;media;inestable;17;27;1
5;22;baja;inestable;20;23;1
4;77;media;estable;21;20;0
2;53;baja;inestable;29;26;1
7;74;baja;inestable;20;28;1
3;86;alta;estable;20;22;0
6;7;baja;estable;5;19;0
6;11;alta;inestable;13;23;0
2;44;media;estable;26;20;0
2;56;media;estable;6;25;0
6;64;alta;estable;12;20;1
6;67;baja;estable;28;22;0
7;100;media;estable;26;21;0
4;3;media;inestable;20;21;1
2;61;media;estable;23;19;0
6;76;alta;inestable;6;25;1
7;30;media;inestable;10;20;1
1;53;media;inestable;18;21;0
6;30;media;estable;4;23;1
3;31;media;inestable;40;26;0
3;39;alta;estable;7;29;1
1;3;alta;inestable;31;21;0
4;6;baja;inestable;20;20;0
2;55;media;inestable;40;22;0
2;56;alta;estable;17;26;0
6;45;baja;inestable;35;18;0
3;48;baja;estable;38;22;0
4;49;media;estable;20;28;0
4;48;baja;estable;19;21;0
4;79;alta;inestable;2;22;0
6;42;baja;inestable;25;24;0
2;64;baja;inestable;23;24;1
4;5;alta;inestable;8;24;0
6;85;baja;estable;32;18;0
6;29;baja;inestable;1;26;0
1;71;baja;estable;32;24;0
5;66;baja;estable;20;21;1
4;53;media;inestable;26;21;0
5;73;media;inestable;3;19;0
2;24;alta;estable;20;23;0
6;41;baja;estable;29;29;0
7;71;alta;inestable;11;27;1
4;60;media;inestable;20;20;0
7;37;baja;inestable;37;18;0
3;35;baja;estable;2;22;0
2;40;media;estable;32;23;0
1;46;baja;inestable;3;28;0
1;86;baja;estable;5;22;1
5;30;media;estable;5;22;1
6;1;alta;estable;40;29;0
5;67;alta;estable;7;27;1
3;33;baja;inestable;36;28;1
3;7;media;estable;40;25;0
1;55;alta;inestable;20;27;0
7;95;alta;inestable;25;18;0
4;10;baja;estable;31;25;0
1;86;alta;inestable;16;28;0
1;69;media;inestable;6;24;0
7;73;alta;inestable;17;18;0
7;67;media;estable;31;26;0
3;66;media;inestable;31;29;1
7;11;baja;estable;9;21;1
5;60;alta;inestable;7;24;0
3;0;baja;inestable;37;20;1
7;77;alta;inestable;20;25;0
6;91;baja;inestable;29;21;1
3;10;baja;estable;20;19;0
3;29;baja;inestable;20;19;1
1;1;alta;inestable;36;25;0
4;5;baja;inestable;12;25;0
1;23;media;estable;3;18;0
2;77;alta;estable;19;23;0
3;35;media;inestable;12;26;0
7;1;baja;inestable;17;26;1
7;66;baja;inestable;27;19;0
7;25;media;inestable;8;25;0
3;28;baja;estable;14;25;0
7;86;alta;estable;31;21;0
2;49;media;estable;26;21;0
3;6;alta;inestable;13;22;1
7;59;alta;inestable;27;28;1
3;67;alta;inestable;31;27;0
6;78;baja;inestable;24;24;1
3;22;baja;estable;10;18;1
